6142.0,6142.0,6035.0,1.674~6,7966.0,7209,7328,18323
6149.0,6149.0,6042.0,1.67609,8103.0,7210,7329,18637
6156.0,6156.0,6049.0,l.677ì9,8272.0,7211,7330,19026
6163.0,6163.0,6056.0,1.679SO,8161.0,7212,7331,18771
6170.0,6170.0,6063.0,1. 68113,8572.0,7213,7332,19715
6177.0,6177.0,6070.0,1. 682 ì7,8541.0,7214,7333,19643
6184.0,6184.0,6077.0,1. 684:l4,8910.0,7216,7335,20493
6191. o,6191.0,6084.0,1. 68 5 ~~ 9,8485.0,7217,7336,19515
6198.0,6198.0,6091. o,1.68764,8492.0,7218,7337,19532
6205.0,6205.0,6098.0,1. 689::5,8712.0,7220,7339,20037
6212.0,6212.0,6105.0,1. 690'77,9192.0,7222,7341,21141
6219.0,6219.0,6112.0,1.692 33,9016.0,7223,7342,20736
6226.0,6226.0,6119.0,1.693 ::1 5,9172.0,7225,7344,21096
6233.0,6233.0,6126.0,1. 695 ·~ 3,8867.0,7226,7346,20394
6247.0,6247.0,6140.0,1.698~6,8626,7229,7349,19841
6254.0,6254.0,6147.0,1. 70031,8496,7230,7350,19541
6261.0,6261. o,6154.0,1. 70189,8810,7232,7351,20264
6268.0,6268.0,6161. o,1. 703 .16,8917,7233,7353,20510
6275.0,6275.0,6168.0,1. 70504,8878,7235,7355,20420
6282.0,6282.0,6175.0,1.70639,9061,7237,7356,20840
6289.0,6289.0,6182.0,1. 70815,8951,7238,7358,20588
6296.0,6296.0,6189.0,1. 70974,8836,7240,7359,20323
6303.0,6303.0,6196.0,1.71129,8995,7241,7361,20689
6310.0,6310.0,6203.0,1. 712'H,8659,7243,7362,19915
6317.0,6317.0,6210.0,1.71450,8806,7244,7364,20254
6324.0,6324.0,6217.0,1.71606,8956,7246,7365,20599
6331.0,6331.0,6224.0,1. 71766,8782,7247,7367,20198
6338.0,6338.0,6231. o,1. 71927,8656,7248,7368,19910
6345.0,6345.0,6238.0,1. 720 8 8,8690,7250,7370,19988
6352.0,6352.0,6245.0,1. 722 54,8466,7251,7371,19472
6359.0,6359.0,6252.0,1.724 1 6,8614,7252,7372,19812
6366.0,6366.0,6259.0,1.72574,8896,7254,7373,20460
6373.0,6373.0,6266.0,1.72731,8906,7255,7375,20485
6380.0,6380.0,6273.0,1.728ll2,9284,7257,7377,21353
6387.0,6387.0,6280.0,1.730J6,9047,7259,7379,20808
6394.0,6394.0,6287.0,1.73195,8845,7260,7380,20343
6401.0,6401.0,6294.0,1. 73345,9303,7262,7382,21397
6408.0,6408.0,6301.0,1.7349 7,9204,7264,7384,21169
6415.0,6415.0,6308.0,1.73648,9277,7265,7386,21338
6422.0,6422.0,6315.0,1. 73795,9567,7267,7388,22003
6429.0,6429.0,6322.0,1.739'11,9562,7269,7390,21993
6436.0,6436.0,6329.0,1. 74094,9144,7271,7392,21030
6443.0,6443.0,6336.0,1. 742S6,8663,7272,7393,19924
6450.0,6450.0,6343.0,1. 744 1J5,9360,7274,7395,21528
6457.0,6457.0,6350.0,1.74558,9184,7276,7396,21124
6464.0,6464.0,6357.0,1.74708,9304,7277,7398,21400
6471.0,6471.0,6364.0,1.748S7,9381,7279,7400,21576
6478.0,6478.0,6371.0,1. 7501 3,9015,7281,7402,20735
6485.0,6485.0,6378.0,1.751 70,8922,7282,7403,20521
6492.0,6492.0,6385.0,1. 753 2 6,8949,7284,7405,20582
6499.0,6499.0,6392.0,1. 754 °j 2,9597,7285,7407,22073
6506.0,6506.0,6399.0,1. 756 12,9963,7288,7409,22914
6513.0,6513.0,6406.0,1. 757 57,9088,7289,7411,20903
6520.0,6520.0,6413.0,1. 759 23,8934,7291,7412,20547
6527.0,6527.0,6420.0,1.76072,9393,7292,7414,21604
6534.0,6534.0,6427.0,1.7621 9,9560,7294,7416,21989
6541.0,6541. o,6434.0,1. 76306,8347,7295,7417,19198
6548.0,6548.0,6441.0,1. 765~i4,8374,7296,7418,19259
6555.0,6555.0,6448.0,1. 767 :2 2,8308,7297,7419,19108
6562.0,6562.0,6455.0,1. 768 135,8602,7299,7420,19786
6569.0,6569.0,6462.0,1. 770·i 6,8671,7300,7422,19943
6576.0,6576.0,6469.0,1.77211,8479,7301,7423,19503
6583.0,6583.0,6476.0,1.77377,8461,7302,7424,19459
6590.0,6590.0,6483.0,1. 77 :. 46,8283,7303,7425,19052
6597.0,6597.0,6490.0,l.777(J3,8929,7304,7426,20538
6604.0,6604.0,6497.0,1.778F.4,8685,7306,7427,19976
6611. o,6611. o,6504.0,1. 780 ::4,8721,7307,7429,20057
6618.0,6618.0,6511. o,1. 781'74,9338,7309,7430,21477
6632.0,6632.0,6525.0,1.78495,8703,7311,7433,20017
6639.0,6639.0,6532.0,1.78650,9005,7313,7434,20711
6646.0,6646.0,6539.0,1. 788 20,8244,7314,7435,18961
6653.0,6653.0,6546.0,1. 78985,8465,7315,7436,19470
6660.0,6660.0,6553.0,1.791 5' 0,8477,7316,7437,19497
6667.0,6667.0,6560.0,1. 793Ò8,8904,7317,7439,20480
6674.0,6674.0,6567.0,1. 794!59,9236,7319,7440,21242
6681. o,6681.0,6574.0,1.79625,8421,7320,7441,19368
6688.0,6688.0,6581. o,1. 79787,8676,7321,7443,19954
6695.0,6695.0,6588.0,1. 799 J6,9359,7323,7444,21525
6702.0,6702.0,6595.0,1.80095,8814,7324,7446,20273
6709.0,6709.0,6602.0,1.80259,8534,7325,7447,19629
6716.0,6716.0,6609.0,1.804?2,8587,7326,7448,19751
6723.0,6723.0,6616.0,1.805119,9533,7328,7450,21925
6730.0,6730.0,6623.0,1.80719,9340,7330,7452,21482
6737.0,6737.0,6630.0,1.80885,8424,7331,7453,19375
6744.0,6744.0,6637.0,1.81045,8767,7332,7454,20164
6751.0,6751.0,6644.0,1. 81201,8961,7333,7455,20610
6758.0,6758.0,6651. o,1.81359,8849,7335,7457,20354
6765.0,6765.0,6658.0,1.81515,8985,7336,7458,20665
6772.0,6772.0,6665.0,1. 81661,9595,7338,7460,22068
6779.0,6779.0,6672.0,1. 818.18,8929,7339,7461,20536
6786.0,6786.0,6679.0,1.819 1')7,10035,7341,7464,23081
6793.0,6793.0,6686.0,1.82100,9814,7343,7466,22571
6800.0,6800.0,6693.0,1. 82253,9139,7345,7467,21020
6807.0,6807.0,6700.0,1.824 0 6,9152,7346,7469,21050
6814.0,6814.0,6707.0,1.825 5 5,9385,7348,7471,21587
6821. o,6821.0,6714.0,1.827 12,8945,7349,7472,20574
6828.0,6828.0,6721. o,1.828{58,8994,7351,7473,20686
6835.0,6835.0,6728.0,1.83026,8830,7352,7475,20309
6842.0,6842.0,6735.0,1. 831àl,9072,7353,7476,20865
6849.0,6849.0,6742.0,1.83336,9013,7355,7478,20730
